#,Time of Day,Thread,Module,API,Return Value,Error,Duration
156830,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
156833,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156836,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
156843,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.000002
156850,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
156853,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156856,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
156857,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
156858,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000573
156861,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000041
156868,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000031
156875,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
156878,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000012
156883,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000465
156886,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000003
156893,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
156900,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
156903,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
156906,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000038
156913,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
156920,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000002
156923,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000012
156934,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x07012036 ),DD_OK,,0.0000341
156937,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000026
156944,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000021
156951,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000011
156954,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
156957,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
156964,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
156971,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
156974,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
156978,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1301203d ),DD_OK,,0.0000325
156981,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000034
156988,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000024
156995,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000017
156998,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157004,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000009
157005,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001466
157008,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000004
157009,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000001
157026,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.000009
157027,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763445,,0.0000025
157029,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000036
157033,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000143
157036,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 27096, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000073
157039,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167c78, 440, NULL, 0 )",DS_OK,,0.0000088
157042,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000075
157045,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.000001
157046,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000206
157049,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.000003
157056,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000023
157063,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
157066,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
157069,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000021
157076,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000023
157083,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157086,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157091,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0002898
157094,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000021
157101,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000024
157108,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000017
157111,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157114,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000023
157121,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.000002
157128,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157131,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157134,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
157135,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
157136,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000409
157139,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
157146,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
157153,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157156,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157161,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000315
157164,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
157171,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
157178,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157181,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
157184,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
157191,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
157198,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157201,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
157207,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x08012036 ),DD_OK,,0.0000463
157210,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
157217,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
157224,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157227,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
157230,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000022
157237,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000003
157244,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000063
157247,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000015
157251,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1401203d ),DD_OK,,0.0000382
157254,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000003
157261,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000035
157268,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
157271,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000023
157277,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.000001
157278,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0013582
157281,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
157282,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
157299,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000041
157300,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763452,,0.0000013
157302,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000048
157306,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000117
157309,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.000001
157310,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.0000244
157313,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000047
157320,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000026
157327,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
157330,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157333,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.000002
157340,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000021
157347,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157350,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
157355,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0003138
157359,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000028
157369,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000025
157377,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
157380,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157383,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.0000019
157390,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000037
157397,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
157400,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157403,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000004
157404,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000001
157405,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000563
157408,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000019
157415,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000019
157422,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157425,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157430,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000309
157433,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
157440,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
157447,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157450,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
157453,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
157460,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000018
157467,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157470,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000008
157476,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x09012036 ),DD_OK,,0.000046
157479,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000038
157486,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000023
157493,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000014
157496,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000001
157499,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000026
157506,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000032
157513,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000022
157516,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000001
157520,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1501203d ),DD_OK,,0.000035
157523,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000036
157530,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
157537,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
157540,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
157546,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000008
157547,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0001525
157550,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000004
157551,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
157568,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000031
157569,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763460,,0.0000012
157571,41:26.6,1,IGN_TEAS.EXE,"IDirectInputDeviceA::GetDeviceData ( 16, 0x001afc00, 0x001afbfc, 0 )",DI_OK,,0.0000014
157575,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000123
157578,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Lock ( 27536, 440, 0x0043c7d0, 0x0043c7e8, 0x0043c7d4, 0x0043c7ec, 0 )",DS_OK,,0.0000153
157581,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::Unlock ( 0x0a167e30, 440, NULL, 0 )",DS_OK,,0.0000093
157584,41:26.6,1,IGN_TEAS.EXE,"IDirectSoundBuffer::GetCurrentPosition ( 0x0043c7e4, 0x0043c7cc )",DS_OK,,0.0000071
157587,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000009
157588,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Lock ( NULL, 0x001afd00, DDLOCK_WAIT | DDLOCK_WRITEONLY, NULL )",DD_OK,,0.000021
157591,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb9c )",S_OK,,0.0000027
157598,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb98 )",S_OK,,0.0000023
157605,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000013
157608,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157611,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb70 )",S_OK,,0.0000019
157618,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afb6c )",S_OK,,0.0000018
157625,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157628,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000023
157633,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Unlock ( 0x0043c824 ),DD_OK,,0.0002982
157636,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc2c )",S_OK,,0.0000023
157643,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc28 )",S_OK,,0.0000021
157650,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157653,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000009
157656,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc10 )",S_OK,,0.000002
157663,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afc0c )",S_OK,,0.0000021
157670,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000008
157673,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157676,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000003
157677,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::IsLost (  ),DD_OK,,0.0000002
157678,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc24 ),DD_OK,,0.0000471
157681,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000018
157688,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
157695,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000009
157698,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157703,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetDC ( 0x001afc28 ),DD_OK,,0.0000524
157706,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000028
157718,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000044
157725,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000018
157728,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000013
157731,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
157738,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000026
157745,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.000001
157748,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
157754,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x0a012036 ),DD_OK,,0.0000357
157757,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000002
157764,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.000002
157771,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.0000012
157774,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.0000009
157777,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.000004
157784,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000022
157791,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000014
157794,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),1,,0.000001
157798,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::ReleaseDC ( 0x1601203d ),DD_OK,,0.0000271
157801,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad4 )",S_OK,,0.0000021
157808,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::QueryInterface ( IUnknown, 0x001afad0 )",S_OK,,0.0000023
157815,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),2,,0.000001
157818,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::Release (  ),3,,0.0000008
157824,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetCaps ( 0x001afde0 ),DD_OK,,0.0000005
157825,41:26.6,1,IGN_TEAS.EXE,"IDirectDrawSurface::Flip ( 0x028e90a8, 0 )",DD_OK,,0.0009901
157828,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcbc ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000005
157829,41:26.6,1,IGN_TEAS.EXE,IDirectDrawSurface::GetClipper ( 0x001afcb8 ),DDERR_NOCLIPPERATTACHED,0x88760238 = ,0.0000002
157846,41:26.6,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0000036
157847,41:26.6,1,IGN_TEAS.EXE,timeGetTime (  ),763467,,0.0000015
